YEAR,MO,DY,Temperature,Relative_Humidity,Specific_Humidity,Precipitation,Pressure,Wind_Speed,Wind_Direction,pm25
2021,9,6,26.13,88.44,18.68,2.26,100.36,1.79,278.81,44
2021,9,7,26.08,90.25,19.04,10.42,100.26,2.59,238.25,41
2021,9,8,26.51,90.31,19.59,8.54,100.18,2.89,216.94,33
2021,9,9,26.14,93.81,19.96,15.49,100.3,3.63,204.31,30
2021,9,10,26.11,93.69,19.9,8.69,100.31,3.34,228.5,33
2021,9,11,25.74,93.81,19.53,4.3,100.16,4.95,254.31,34
2021,9,12,26.55,90.19,19.65,5.4,99.95,5.55,264,33
2021,9,13,25.64,92.12,19.04,7.54,100.07,4.91,251.38,38
2021,9,14,25.61,91.75,18.86,23.85,100.39,2.27,216.19,40
2021,9,15,25.61,90.12,18.43,13.23,100.51,2.36,187.38,31
2021,9,16,26.18,87.62,18.55,0.62,100.44,1.88,159.31,44
2021,9,17,26.91,86.31,19.04,0.91,100.38,1.56,164.38,59
2021,9,18,26.44,89.5,19.29,1.88,100.35,1.92,157.38,59
2021,9,19,25.53,95.31,19.59,24.32,100.25,3.94,209.81,48
2021,9,20,26.08,87.38,18.37,4.36,100.35,2.32,227.38,39
2021,9,21,26.44,89.5,19.29,12.01,100.3,2.38,190.25,38
2021,9,22,26.3,88.62,18.98,8.79,100.31,2.28,231.19,44
2021,9,23,25.81,92.75,19.29,4.37,100.33,3.17,252.62,50
2021,9,24,26.21,90.5,19.23,11.12,100.32,2.7,233.19,42
2021,9,25,26.52,88.62,19.17,3.71,100.29,1.88,214.12,42
2021,9,26,26.44,88.75,19.17,0.25,100.27,1.49,124.62,58
2021,9,27,27.16,87.69,19.65,1.06,100.26,2.68,124.88,56
2021,9,28,27.78,84.69,19.65,0.69,100.27,1.63,140.56,68
2021,9,29,27.8,85.62,19.96,22.31,100.22,1.72,210.44,61
2021,9,30,26.99,88.94,19.78,35.42,100.31,2.25,226,47
2021,10,1,26.51,90,19.47,6.07,100.4,1.64,228.19,67
2021,10,2,26.12,91.19,19.29,24.6,100.46,2.48,241.44,56
2021,10,3,26.52,85.88,18.55,2.19,100.32,1.49,241.25,61
2021,10,4,27.1,86.31,19.35,19.34,100.17,1.42,238.88,81
2021,10,5,26.14,90.5,19.23,29.86,100.08,1.66,251,74
2021,10,6,25.78,91.62,19.1,20.32,99.92,2.12,246.69,64
2021,10,7,26.19,92.31,19.78,6.85,99.91,3.55,253.81,67
2021,10,8,26.4,94.06,20.39,14.47,99.93,4.38,237.75,47
2021,10,12,25.28,93.69,18.98,15.42,100.04,4.65,247.44,32
2021,10,13,25.51,93.88,19.35,14.28,99.87,4.74,240.19,35
2021,10,20,27.01,90.5,20.14,8.51,100.68,1.09,217.31,72
2021,10,21,26.17,91.5,19.41,7.4,100.62,2.23,138.56,70
2021,10,22,26.23,91.38,19.41,4.74,100.64,2.36,128.69,69
2021,10,23,27.2,86.69,19.41,2.44,100.65,1.5,143.75,78
2021,10,24,27.02,80.12,17.58,0.26,100.54,1.62,199,75
2021,10,25,27.08,82.75,18.37,3.71,100.43,0.95,164.88,72
2021,10,26,26.68,88.19,19.29,2.32,100.28,2.8,283.12,71
2021,10,27,26.53,90.56,19.65,8.39,100.25,3.42,251.69,82
2021,10,28,26.59,90.25,19.59,1.12,100.49,3.62,126.06,59
2021,10,29,27.2,86.25,19.23,2.03,100.59,2.23,111.62,53
2021,10,30,26.57,89.06,19.23,1.08,100.63,2.71,136.5,76
2021,10,31,26.35,91,19.47,1.2,100.62,2.51,105.75,64
2021,11,1,27.26,87,19.53,2.35,100.53,2.34,94.62,85
2021,11,2,27.39,84.69,19.1,1.75,100.5,1.88,101.25,52
2021,11,3,26.78,87.69,19.23,5.14,100.48,1.76,98.5,11
2021,11,4,26.54,87.38,18.86,0.36,100.44,2.19,139.88,14
2021,11,5,26.04,89.69,18.86,0.98,100.36,2.16,196.19,50
2021,11,6,26.88,88.25,19.47,6.12,100.19,2.61,120.56,64
2021,11,7,27.43,87.88,20.02,1.06,100.17,2.05,114.62,74
2021,11,8,27.04,88.75,19.78,1.97,100.26,2.89,109.5,55
2021,11,9,26.05,88.88,18.74,2.17,100.42,2.57,66.5,108
2021,11,10,26.58,83.5,18.01,7.33,100.43,2.17,55.12,71
2021,11,11,25.85,90.06,18.74,16.26,100.36,2.13,121.38,79
2021,11,12,26.17,90.44,19.23,7.78,100.42,2.48,104.94,59
2021,11,13,26.61,88.75,19.23,5.05,100.41,2.62,122,76
2021,11,14,26.26,88.12,18.74,7.34,100.45,1.73,151.81,77
2021,11,15,26.34,88.25,18.86,6.43,100.31,2.7,130.81,77
2021,11,16,25.82,92,19.17,9.19,100.33,2.59,139.56,81
2021,11,17,26.4,88.12,18.86,1.48,100.38,2.01,140.31,99
2021,11,18,26.16,89.44,18.98,1.9,100.28,1.98,127.19,96
2021,11,19,27.03,87,19.35,0.54,100.16,1.56,224.31,100
2021,11,20,27.08,89.19,20.02,2.39,100.16,1.43,245.12,103
2021,11,21,27.15,88,19.71,0.1,100.27,2.27,172,99
2021,11,22,26.23,92.88,19.84,8.21,100.35,3.23,111.5,66
2021,11,23,27.35,83.81,18.92,1.69,100.37,1.79,132.69,105
2021,11,24,25.58,90.06,18.49,5,100.47,1.53,182.69,97
2021,11,25,26.04,88.94,18.68,1.78,100.44,1.7,163.62,89
2021,11,26,25.74,85.38,17.58,0.05,100.39,1.48,184.75,85
2021,11,27,24.3,91.75,17.46,6.06,100.39,2.87,189.19,71
2021,11,28,25.14,90.75,18.13,1.57,100.33,2.48,144.75,72
2021,11,29,24.94,94.31,18.68,8.21,100.26,3.61,138.5,75
2021,11,30,25.02,95.31,18.98,7.69,100.39,2.73,123.75,57
2021,12,1,24.89,87.44,17.09,0.07,100.54,1.7,89.94,86
2021,12,2,24.88,81.44,15.87,0.05,100.64,1.38,152.19,109
2021,12,3,24.48,80.69,15.32,0.05,100.74,1.77,148.5,90
2021,12,4,22.59,81.06,13.73,0,100.73,1.94,159.38,106
2021,12,5,23.51,83.44,15.01,0,100.61,2.16,108.5,100
2021,12,6,24.76,81.12,15.62,0,100.58,1.83,105.31,95
2021,12,7,24.14,83.19,15.44,0,100.66,2.15,211.94,103
2021,12,8,24.86,81.56,15.87,0.04,100.66,1.35,138.75,123
2021,12,9,25.12,87.06,17.27,0.76,100.68,1.86,162.06,113
2021,12,10,24.39,81.75,15.38,0.04,100.66,1.91,130.56,86
2021,12,11,23.99,82.25,15.14,0,100.68,1.8,191.62,117
2021,12,12,25.95,80.75,16.78,0.02,100.62,1.44,145.69,126
2021,12,13,25.51,82.81,16.72,0.01,100.53,2.05,122.25,80
2021,12,14,25.62,83.19,16.97,0.12,100.41,1.41,187.94,80
2021,12,15,26.7,81.19,17.64,0.36,100.34,1.63,127.19,101
2021,12,16,27.4,81.88,18.49,0.29,100.39,1.46,114.81,85
2021,12,17,27.08,83.38,18.55,0.49,100.42,1.14,131.44,98
2021,12,18,24.53,84.69,16.17,0,100.45,2.12,111.5,89
2021,12,19,23.95,83.62,15.5,0.1,100.45,2.87,267.94,74
2021,12,20,24.45,84.69,16.05,0,100.63,1.66,148.75,100
2021,12,21,25.33,86.69,17.4,0,100.66,2,129.44,82
2021,12,22,25.66,87.06,17.76,2.02,100.58,1.74,97.31,85
2021,12,23,24.66,88.06,16.97,0.89,100.56,2.86,115.5,77
2021,12,24,25.31,85.56,17.09,0.02,100.54,1.64,110.69,95
2021,12,25,26.29,80.81,17.03,0.01,100.61,1.34,81.25,98
2021,12,26,26.51,80.38,17.15,0.25,100.7,1.14,129.88,101
2021,12,27,26.42,80.69,17.09,0.92,100.77,1.61,94.12,103
2021,12,28,25.58,84.62,17.15,0.48,100.69,2.87,128.19,84
2021,12,29,25.67,83.81,17.09,0.12,100.68,2.98,48.38,94
2021,12,30,25.49,81.38,16.36,0,100.77,2.98,79.81,53
2021,12,31,24.83,79.62,15.38,0,100.8,2.7,40.94,65
