0,1,2,3,4,5,6
26.94,83.44,17.556,6.160000000000001,100.354,3.09,259.69
26.56,84.126,19.433999999999997,4.98,100.284,3.06,248.25
27.11,81.56,18.41,3.66,100.23,2.782,248.25
27.312,81.536,18.8,1.45,100.29,2.846,239.31
27.676,77.576,18.238,1.66,100.29,2.59,212.19
26.286,87.56,19.71,18.92,100.34,2.89,189.0
26.534,87.328,19.23,2.4360000000000004,100.33,2.9939999999999998,198.25
27.51,84.81,18.235999999999997,2.876,100.28,2.41,209.31
27.68,82.94,17.53,3.318,100.422,2.63,229.94
28.2,79.94800000000001,17.624000000000002,7.284000000000001,100.37199999999999,2.73,248.44
27.9,81.69,19.04,0.16,100.27,2.5999999999999996,249.38
27.88,79.12,18.25,1.49,100.52,2.406,249.44
27.03,84.012,17.75,4.47,100.39,2.66,168.362
26.58,76.438,16.528,4.28,100.44,2.3520000000000003,241.19
27.52,81.31,18.080000000000002,4.843999999999999,100.504,1.7799999999999998,242.88
27.92,72.44,18.49,2.5480000000000005,100.408,2.55,193.314
27.76,82.12,17.101999999999997,8.46,100.44800000000001,2.27,252.5
27.44,85.44,19.47,5.83,100.33,2.688,239.62
26.56,87.69,19.04,7.1,100.3,2.84,243.38
26.8,84.19,18.37,2.68,100.39,3.35,237.06
26.61,81.924,18.419999999999998,4.1579999999999995,100.32199999999999,3.62,235.738
28.398000000000003,88.12,17.686,3.7779999999999996,100.33,4.42,213.8
26.25,87.25,18.55,11.18,100.18,5.36,250.56
27.577999999999996,87.5,17.054000000000002,5.364,100.298,5.35,243.94
28.534,80.788,18.017999999999997,2.558,100.27,4.07,224.81
29.308,75.702,18.01,2.0700000000000003,100.40599999999999,2.91,151.97600000000003
25.51,79.162,19.151999999999997,8.27,100.35,2.62,246.0
26.05,87.31,18.187999999999995,2.7340000000000004,100.408,4.09,256.5
25.8,81.952,18.666000000000004,22.913999999999998,100.33599999999998,3.4,237.69
26.921999999999997,86.38,18.68,12.386000000000001,100.568,3.32,177.424
26.8,85.31,19.421999999999997,10.470000000000002,100.434,2.7079999999999997,253.5
26.31,90.81,19.116,12.83,100.11,3.7920000000000003,234.898
25.55,90.88,18.494,10.228,100.05,5.8,235.69
26.48,75.236,19.04,4.3580000000000005,100.04,2.522,229.94
26.23,76.538,18.433999999999997,9.959999999999999,100.454,4.15,234.81
29.15,78.176,17.360000000000003,0.14,100.36999999999999,2.024,191.152
27.38,85.94,19.47,0.07,100.374,4.52,242.5
27.844,85.19,19.53,2.25,100.34400000000001,3.6060000000000003,190.51399999999998
26.368000000000002,91.236,19.506,23.81,100.176,3.8839999999999995,237.62
27.59,88.0,20.26,1.73,100.28,4.26,233.62
27.54,79.86,17.568,0.626,100.338,4.28,235.25
27.4,81.312,18.871999999999996,2.58,100.11,4.4,233.62
27.644,90.12,17.152,9.06,100.348,4.3,225.06
26.41,89.44800000000001,19.47,6.610000000000001,100.35999999999999,2.3219999999999996,248.08800000000002
27.22,87.12,19.59,6.779999999999999,100.32,2.34,201.94
27.44,87.38,18.112000000000002,0.4,100.412,2.18,167.25
27.477999999999998,87.362,17.604000000000003,0.14,100.402,2.898,235.38
27.08,79.076,17.968,1.4499999999999997,100.42,2.82,181.262
26.83,89.56,19.71,0.14,100.34,2.49,233.38
27.08,88.62,19.84,0.31,100.3,2.42,241.88
27.23,87.62,19.71,1.25,100.194,2.306,232.5
27.52,86.94,18.544,5.038,100.362,2.6559999999999997,218.88
27.842000000000002,75.062,15.784,4.2219999999999995,100.4,2.702,222.44
26.69,90.31,19.78,24.75,100.33,3.12,232.31
27.552,88.62,19.1,9.216,100.22,2.7600000000000002,237.56
26.77,84.662,18.68,4.514,100.458,3.01,241.974
25.23,87.2,18.357999999999997,5.268,100.26,3.98,269.19
27.875999999999998,80.962,18.55,9.559999999999999,100.26,2.54,248.62
27.328000000000003,84.036,18.747999999999998,13.557999999999998,100.23,2.76,257.62
26.9,87.5,19.35,0.6,100.11,2.91,258.0
28.436,89.75,19.53,4.76,100.1,4.220000000000001,197.138
27.844000000000005,92.25,19.056,6.79,100.18,3.508,207.276
26.9,87.0,19.654000000000003,2.96,100.56199999999998,2.682,162.602
26.48,91.94,19.96,7.032000000000001,100.282,2.1859999999999995,245.69
25.86,91.38,19.1,9.31,100.0,3.55,251.94
26.16,88.12,18.68,2.65,100.256,3.13,221.62
27.884000000000004,80.412,19.142000000000003,10.809999999999999,100.24,3.5780000000000003,209.38
28.162,77.686,18.604000000000003,0.38,100.27,3.122,161.57399999999998
26.9,86.5,17.565999999999995,10.178,100.32,1.88,219.62
26.832000000000004,83.638,18.956,15.341999999999999,100.37,2.22,170.33800000000002
28.094,86.15,19.47,6.034000000000001,100.36,2.594,205.8
26.625999999999998,87.852,19.29,2.9560000000000004,100.29799999999999,3.5620000000000003,257.0
27.78,85.19,19.71,5.754,100.244,2.72,240.69
27.956,79.736,18.383999999999997,2.8200000000000003,100.3,2.74,223.75
27.107999999999997,85.0,18.773999999999997,3.156,100.372,2.0,140.75
27.6,85.324,19.96,0.72,100.33,2.0,228.62
27.69,70.888,17.298,6.502,100.36,1.9,214.0
26.589999999999996,83.212,19.71,0.12,100.36,1.36,191.06
27.73,78.512,19.53,0.97,100.446,2.308,152.88
27.482,77.762,17.541999999999998,1.06,100.37,1.63,150.75
27.29,82.588,19.59,3.88,100.252,3.0,228.702
27.39,74.0,16.285999999999998,4.068,100.41,2.4840000000000004,251.06
27.444000000000006,81.88,19.35,8.69,100.31000000000002,2.818,188.686
27.156,86.762,19.84,2.22,100.03,4.3740000000000006,222.964
26.48,76.614,19.96,14.648,100.09,4.02,211.56
26.841999999999995,88.902,19.96,11.716,100.19399999999999,3.4859999999999998,190.5
26.444,89.452,19.29,4.040000000000001,100.37,2.624,204.202
27.142000000000003,80.202,16.918,0.43,100.45,2.74,310.75
27.974,79.724,17.92,2.97,100.38600000000001,2.41,243.0
26.77,79.186,17.908,2.14,100.27,2.14,207.5
26.9,87.88,19.483999999999998,4.724,100.15,3.2299999999999995,240.55
26.3,87.848,19.128,4.698,100.378,2.05,211.62
26.52,89.238,19.398000000000003,6.48,100.24199999999999,3.11,257.726
26.31,89.75,19.17,6.02,100.25,3.27,224.81
26.62,86.174,19.374000000000002,16.568,100.25,3.1700000000000004,220.948
26.58,81.688,19.381999999999998,6.0840000000000005,100.34,2.168,232.802
27.13,87.81,19.65,0.56,100.32,2.41,260.19
26.419999999999998,88.62,19.322000000000003,13.352,100.314,2.03,211.848
27.38,74.862,19.066000000000003,6.766,100.35,2.14,202.56
26.91,89.38,16.248,6.03,100.47,2.04,201.12
26.84,72.524,16.874000000000002,4.348,100.39,2.49,219.0
26.11,91.31,19.35,4.258,100.34199999999998,3.2979999999999996,221.81
27.375999999999998,78.75,16.786,7.833999999999999,100.38,1.83,197.25
28.212,74.30199999999999,16.186,0.606,100.43,1.91,163.06
27.306,82.62,19.17,1.66,100.37,1.35,257.94
26.61,89.12,18.64,2.01,100.378,3.122,171.998
26.29,89.44,19.17,0.66,100.25,1.84,197.56
27.84,81.81,19.04,4.02,100.15,1.98,123.62
27.034,83.39,19.444,14.39,100.02,5.164,229.93800000000002
27.67,83.81,17.662,0.07,100.0,2.67,158.44
26.98,88.56,19.78,4.48,100.17,1.66,200.0
27.47,85.62,18.286,2.574,100.546,1.9899999999999998,156.48600000000002
26.58,92.69,20.26,34.19,100.06,2.75,280.94
27.034,82.988,18.81,22.24,100.4,2.49,242.56
26.02,92.75,19.59,2.4299999999999997,100.21,3.6740000000000004,246.06
26.824,90.4,18.663999999999998,5.837999999999999,100.19,3.26,259.12
25.86,81.314,18.362000000000002,10.178,100.4,2.54,276.38
26.482000000000006,88.436,19.106,20.04,100.204,3.404,284.88
27.491999999999997,78.5,19.47,5.15,100.3,2.44,291.44
26.63,84.652,19.472,7.34,100.35999999999999,3.22,193.56
26.07,92.62,18.128,2.026,100.402,1.85,251.88
27.670000000000005,90.88,19.59,11.64,100.43,2.88,160.31
25.77,83.514,18.532,44.79,100.45199999999998,3.32,225.52399999999997
27.124000000000002,86.12,17.31,2.61,100.42,1.62,147.62
26.454,86.25,13.488,1.286,100.67,2.872,76.95
26.8,80.786,18.983999999999998,6.093999999999999,100.352,2.09,161.12
26.35,85.25,18.19,8.193999999999999,100.346,2.3619999999999997,243.19
27.558,82.2,17.46,0.69,100.44,0.98,194.81
26.137999999999998,77.97200000000001,17.284,0.24000000000000005,100.45200000000001,1.82,166.91199999999998
27.078000000000003,71.764,16.85,2.972,100.418,2.34,86.06
25.64,85.62,17.52,3.5,100.334,3.116,152.38
25.71,91.94,19.04,0.324,100.38199999999999,2.23,151.56
26.72,86.0,18.86,8.41,100.2,1.62,75.94
27.824,79.5,16.6,0.518,100.396,2.036,157.62
24.55,91.69,17.76,13.75,100.0,4.27,246.0
29.094,74.562,14.868,1.3719999999999999,100.366,3.624,124.5
27.16,84.94,19.04,1.114,100.33200000000001,2.9699999999999998,145.44
26.58,88.94,17.174,0.91,100.31,1.71,183.94
28.552,79.576,19.776,2.6420000000000003,100.27,2.66,123.44
26.51,84.5,18.13,0.92,100.28,2.01,127.56
26.8,86.12,18.221999999999998,1.31,100.34800000000001,2.16,180.45
27.206,79.752,18.992,2.588,100.35,1.4,178.73999999999998
26.653999999999996,76.25,17.09,0.1,100.378,2.284,151.722
26.04,83.75,18.458,3.004,100.28,1.61,130.31
26.538,87.44,17.822000000000003,1.08,100.338,2.244,123.5
26.881999999999998,87.81,19.1,13.294,100.37,2.75,183.35
26.81,71.962,19.02,6.604000000000001,100.332,2.85,113.12
27.33,87.19,19.78,0.11,100.264,2.9840000000000004,201.12
27.78,85.56,19.96,2.02,100.38199999999999,2.184,196.94
26.38,87.2,19.240000000000002,7.536,100.17,2.48,240.5
27.622000000000003,79.076,18.49,1.516,100.31,4.0,178.42600000000002
26.63,87.06,19.348,6.622,100.378,2.45,112.0
27.242,82.464,19.35,7.612,100.25,1.87,199.15
27.26,73.362,16.637999999999998,1.07,100.446,1.74,155.94
26.97,86.214,19.35,1.0,100.39200000000001,2.31,194.602
26.359999999999996,83.236,15.504,0.66,100.48,1.75,181.62
27.142000000000003,75.002,16.516,0.73,100.45,2.59,82.25
27.12,85.788,19.604000000000003,8.998000000000001,100.26,3.968,195.586
25.98,87.81,17.114000000000004,4.593999999999999,100.31,2.748,73.94
25.55,90.0,18.43,7.847999999999999,100.31800000000001,3.946,83.0
26.33,84.25,17.88,1.01,100.29,1.98,96.62
26.84,87.112,18.7,1.554,100.426,1.62,168.026
27.139999999999997,76.388,17.258000000000003,1.38,100.31,2.52,69.75
26.76,87.12,19.1,5.074,100.35,1.83,139.12
26.419999999999998,89.12,19.59,7.85,100.502,2.02,186.62399999999997
28.588,84.576,17.53,3.8299999999999996,100.42,1.29,197.52399999999997
26.68,80.88,17.46,1.46,100.444,1.13,176.44
27.56,79.5,13.524000000000001,0.0,100.46,0.85,132.06
26.44,82.026,18.577999999999996,5.328,100.202,1.55,61.44
25.506,83.424,14.183999999999997,0.03,100.65,2.4799999999999995,88.312
24.01,78.62,17.601999999999997,0.576,100.522,1.64,137.06
24.82,81.31,15.62,0.0,100.66,1.95,132.12
25.37,84.06,16.136000000000003,0.244,100.66,1.51,214.31
26.01,84.44,17.52,3.034,100.548,1.73,204.06
28.541999999999994,69.098,14.051999999999998,0.39,100.55,1.42,233.62
26.68,82.56,17.82,2.23,100.422,1.14,191.38
26.54,78.62,16.78,0.0,100.64,1.77,54.75
24.55,73.19,13.85,0.0,100.55,2.358,25.75
21.96,72.19,15.562000000000001,0.982,100.84,3.96,141.0
21.46,72.5,14.11,0.01,100.84,3.62,96.12
19.9,65.314,16.71,0.23,100.95,4.8,179.75
22.48,64.376,12.94,7.145999999999999,100.352,4.83,149.44
24.89,79.8,17.796,1.176,100.48,2.164,185.56
26.69,66.928,15.1,0.0,100.62,2.988,146.06
28.848000000000003,77.38,15.26,0.9640000000000001,100.438,3.5020000000000002,125.81
29.002,76.564,14.47,9.075999999999999,100.18,3.692,172.75
24.92,84.81,17.274,2.9699999999999998,100.39,4.5,96.19
27.516,83.81,17.33,1.73,100.32600000000001,2.81,188.486
26.390000000000004,83.75,18.19,0.42800000000000005,100.51200000000001,2.16,180.738
26.99,81.25,17.82,0.07,100.51,2.16,128.62
26.76,83.662,18.826,3.7079999999999997,100.482,2.35,136.436
24.97,73.62,18.310000000000002,8.477999999999998,100.5,2.398,102.12
24.98,64.926,13.61,0.0,100.41,1.91,110.94
26.088,65.988,14.16,0.0,100.56,2.178,82.31
26.55,76.56,19.104,2.45,100.364,2.276,157.75
27.436,78.0,16.176,0.852,100.414,2.1,190.824
26.9,81.81,17.82,0.03,100.28,2.85,140.88
26.49,80.56,14.55,0.0,100.644,2.4240000000000004,128.56
27.288,82.0,17.125999999999998,0.354,100.46,3.84,129.75
26.974,73.474,17.15,0.04,100.48,3.104,126.314
27.165999999999997,70.314,17.21,0.0,100.54,2.59,123.38
27.54,69.5,17.824,4.843999999999999,100.40199999999999,2.772,42.81
26.994,78.876,13.73,0.0,100.65,2.4619999999999997,128.386
24.76,64.926,14.062000000000001,0.0,100.69,2.3,40.75
24.83,66.44,12.57,0.6679999999999999,100.548,1.8880000000000003,154.12
27.45,71.56,13.818000000000001,0.0,100.65400000000001,3.718000000000001,221.88
26.576,77.738,17.442,0.39,100.47,1.34,203.31
27.374000000000002,77.99,15.99,0.40800000000000003,100.49,1.41,207.31
27.05,61.339999999999996,14.307999999999998,0.0,100.49,3.446,180.75
27.936,78.886,15.75,0.32,100.33,1.65,213.5
26.312,81.88,17.444,10.44,100.47,2.194,175.81
26.9,85.128,19.396000000000004,2.346,100.34,2.48,197.228
26.54,78.0,18.166000000000004,1.78,100.26,2.354,217.44
26.9,80.56,17.922000000000004,1.83,100.23,0.98,188.94
27.63,77.88,17.58,5.843999999999999,100.2,1.6,139.25
27.69,73.38,16.54,0.1,100.17,1.91,125.06
27.58,76.402,17.626,2.484,100.15,1.89,149.19
28.06,71.0,18.394,2.36,100.478,3.1060000000000003,160.812
28.31,70.62,16.3,0.24,100.64200000000001,1.55,103.19
27.034000000000002,75.436,17.15,13.778,100.29,1.75,229.83800000000002
28.244,74.56,16.714,1.264,100.39,3.1759999999999997,171.964
27.98,73.38,16.66,0.0,100.44,1.67,203.0
28.28,71.0,16.48,0.07,100.52,2.408,137.0
26.256,81.312,15.808000000000002,0.5040000000000001,100.54,2.732,131.252
27.96,65.69,14.870000000000001,0.008,100.64,2.2,143.15
29.862000000000002,58.31,13.242,0.0,100.60800000000002,2.43,128.84
25.54,62.924,14.001999999999999,0.0,100.8,2.13,194.38
27.698,84.012,17.482,6.606,100.89,1.7,150.41199999999998
23.87,74.038,16.32,0.20800000000000002,100.86,1.6,140.19
28.23,64.94,11.35,0.0,100.52199999999999,2.4300000000000006,120.976
26.856,65.0,13.379999999999999,0.0,100.41,3.418,96.276
28.189999999999998,74.726,16.798000000000002,3.0940000000000003,100.63,2.32,171.38
28.756,65.75,15.1,0.0,100.7,2.35,152.85
26.81,79.686,17.016,0.17400000000000002,100.75,1.94,165.32600000000002
27.51,60.588,12.45,0.0,100.86,2.31,45.94
27.11,56.31,11.78,0.0,100.9,1.77,150.06
27.41,61.69,12.94,0.0,100.88,2.28,246.62
28.612000000000002,64.88,15.320000000000002,0.49399999999999994,100.468,3.7239999999999993,201.19
28.15,85.888,16.856,3.5060000000000002,100.33800000000001,2.79,235.66000000000003
28.33,63.35,14.89,0.0,100.47,2.77,148.62
28.49,68.1,15.368,4.838,100.436,3.57,186.83599999999998
28.88,62.5,14.47,0.02,100.46,2.722,115.94
28.76,74.974,15.939999999999998,0.03,100.53,3.3900000000000006,114.826
28.998,72.748,18.700000000000003,0.07,100.31,3.568,123.25
28.375999999999998,82.16,14.71,6.7299999999999995,100.29,2.742,185.41199999999998
30.07,69.864,13.79,0.0,100.62,2.8259999999999996,126.98800000000001
29.62,53.81,12.39,0.0,100.58599999999998,3.53,113.06
29.84,63.15,14.831999999999999,2.8040000000000003,100.5,2.66,160.776
30.27,62.6,12.02,0.006,100.422,3.976,127.08600000000001
27.288,71.538,13.37,0.0,100.65799999999999,2.7359999999999998,177.25
30.36,59.802,13.219999999999999,0.0,100.544,3.218,93.5
30.08,69.626,15.38,0.4579999999999999,100.478,3.036,127.06
